Institution,Year,Sentence_Cleaned,Sentence_Number
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2d 805 (1932); Rainey v. Malone, 141 S.W.",16
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Civ.App., 1940, no writ history); Morris v. Nowotny, 323 S.W.",18
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Civ.App., 1959, writ refused, n.r.e.",20
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The System's lands and buildings are state property subject to the control of the Board of Regents as the state's agent.,25
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"677 (Tex.Civ.App., 1926, no writ history); Walsh v. University of Texas, 169 S.W.",27
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2d 993 (Tex.Civ.App., 1912, writ refused).",28
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Board of Regents (hereinafter sometimes referred to as ""Board"") is composed of nine members appointed by the Governor, with the advice and consent of the Senate, for staggered terms of six years each: the terms of three members expiring on January 10th of odd-numbered years.",31
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chairman of the Board shall be elected by the Board from its number, shall serve at the pleasure of the Board, and shall report and be responsible to the Board.",36
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In case of the death, resignation, disability, removal, or disqualification of the Chairman, the Board shall elect a successor Chairman as soon as practicable.",37
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In no event shall a Board member serve as Chairman for more than 24 consecutive months without submitting his or her resignation as Chairman, but such member shall be eligible for re-election as Chairman.",38
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 Sec.",39
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The duties and responsibilities of the Chairman shall include the following: The Chairman shall preside over the meetings of the Board.,41
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chairman shall be authorized to call special meetings of the Board, as herein provided.",42
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chairman shall appoint the standing and special committees of the Board, as herein provided.",43
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Chairman shall be an ex officio member of all committees of the Board.,44
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chairman shall sign, with the Secretary attesting, any bonds, contracts or other documents or instruments which the Board has authorized to be executed, except in cases where the signing and execution thereof shall be expressly delegated by the Board to some other officer, official, or agent of the System.",45
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Vice-Chairman of the Board shall be elected by the Board from its number when the Chairman is elected and shall serve at the pleasure of the Board.,47
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In case of the absence, death, resignation, disability, removal, or disqualification of the Chairman, the Vice-Chairman shall perform the duties of the Chairman until the Chairman shall resume his or her office or a successor Chairman shall have been elected as herein provided.",48
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Upon the death, resignation, disability, or removal of the Vice-Chairman, the Board shall elect a successor Vice-Chairman as soon as practicable.",49
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"At the meeting at which the Chairman and Vice-Chairman of the Board are elected, the Board shall elect a Secretary who is not a member of the Board and who shall receive such compensation as may be fixed by the Board.",52
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Secretary shall report and be responsible to the Board.,53
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Secretary shall serve subject to the pleasure of the Board and may be removed by the Board at any time.,54
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Upon the death, resignation, disability, or disqualification of the Secretary, the Board shall elect a Secretary as soon as practicable.",55
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The duties and functions of the Secretary shall include the following: Meetings.,57
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Secretary shall make preparations for all meetings of the Board.,58
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Under the direction of the Chairman of the Board, the Secretary shall prepare and distribute the Agenda and the Material Supporting the Agenda for all meetings of the Board and its committees.",60
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Under the direction of the Chairman of the Board, the Secretary shall post notices of all meetings, and the subject matter thereof, as may be required under law.",62
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 Minutes.",63
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Secretary shall record, prepare, and index the official Minutes of the Board and shall distribute copies thereof, including the annual budgets, to members of the Board and to other persons on the approved list.",64
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The official copy of the Minutes shall be kept in the Office of the Secretary, and certified excerpts from these Minutes shall be prepared by the Secretary.",65
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Secretary shall keep on file in the Office of the Secretary to the Board all official documents, correspondence, and proceedings of the Board.",67
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The custody of the official seal of the System shall be with the Secretary.,69
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Secretary shall affix such official seal to, and attest, all documents executed in the name of the Board and requiring attestation.",70
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Secretary shall be charged with the responsibility of keeping current the Official Copies of the Regents' Rules and Regulations, and furnishing to members of the Board and the administrative officers on the approved list any changes or additions as soon as possible after the meeting at which they are finally adopted.",72
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Secretary shall prepare and distribute such reports and communications as are directed by the Board.,74
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In addition, the Secretary shall perform such functions and have such other duties and responsibilities as may be assigned to the Secretary by the Board or as are usual and customary to the position of Secretary and which assist the members of the Board in the discharge of their official duties.",76
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Regular meetings of the Board shall be held at such times and places as the Board shall designate.,79
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Unless otherwise determined in advance by the Board, all regular meetings shall be held in Austin.",80
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Special meetings of the Board shall be held upon the call of the Chairman, or upon the written request of three members of the Board.",82
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chairman shall cause written notification of the time, place, and purposes of any special meeting to be mailed to each member of the Board by the Secretary at least three days before the time of the meeting.",83
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,No business other than that placed on the Agenda and noticed as required by law shall be officially transacted at a meeting of the Board or its committees.,85
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 Committees.",86
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The following committees shall be standing committees of the Board to consider policies for the government of all major areas: Committee of the Whole, System Administration Committee, Academic and Developmental Affairs Committee, Health Affairs Committee, Buildings and Grounds Committee, and Land and Investment Committee.",88
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Appointment and Term of Standing Committees and Authority of Chairman Thereof.,89
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,All members of the Board shall be members of each of the standing committees.,90
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chairman of each standing committee (other than the Committee of the Whole) shall be appointed by the Chairman of the Board shortly after his or her election, by and with the consent of the Board, and shall remain as Chairman of the standing committee unless a vacancy shall be caused by death, resignation, or refusal of some member of a committee to act until the succeeding Board Chairman shall have reconstituted the committees.",91
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Chairman of any of the six standing committees may appoint subcommittees on either a standing or ad hoc basis to give special consideration to special problems.,92
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Method of Filling Vacancies in the Chairmanship of Standing Committees.,93
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In case a vacancy shall occur in the chairmanship of any of the standing committees, the Chairman of the Board shall appoint another member of the Board to serve as Chairman of the standing committee, by and with the consent of the Board, and, if confirmed, the appointment shall stand until the time for appointment of Chairmen of the standing committees as provided in Subdivision 7.11 of this Chapter.",94
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Time of Meeting of Committees of the Board.,95
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The committees of the Board customarily shall meet on the first day of any scheduled Board meeting and at such other times as the majority of the members of each committee shall determine.,96
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Authority of Standing Committees.,97
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The authority of standing committees of the Board shall be subject to action of the whole Board and, except in cases where it is necessary for the System Administration Committee to act for the Board during the interim periods between Board meetings, the committees' actions shall be referred to the Board before they shall become effective.",98
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Chairman of the Board shall serve as Chairman of the Committee of the Whole.,100
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Committee of the Whole shall receive and consider items referred to it by the Chairman of the Board and by other committees of the Board.,101
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Composition and Duties of the System Administration Committee.,102
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The System Administration Committee shall have authority to act for the Board on all matters that require action between meetings of the Board, but at each meeting of the Board, the System Administration Committee shall report in writing (for ratification) all actions taken by it since the last meeting of the Board.",103
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The System Administration Committee shall in addition thereto: Consider and make recommendations on all budgetary matters relating to System Administration, including the budgets for all properties occupied by System Administration personnel, consider and make recommendations on all matters relating to the administrative organization of the System and its component parts, and consider and make recommendations with respect to the role, operation, and budget of any special function or offices controlled by System Administration.",104
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Duties of the Academic and Developmental Affairs Committee.,105
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Academic and Developmental Affairs Committee shall: Consider and make recommendations relating to matters of academic policy and student life in the general academic institutions, study and make recommendations relating to developmental matters concerning the general academic institutions, and consider all matters affecting the growth and usefulness of the libraries of the University.",106
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Duties of the Health Affairs Committee.,107
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Health Affairs Committee shall consider all matters connected with the health-related institutions and schools except those specifically assigned to other committees of the Board.,108
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,There shall be a Subcommittee on Hospitals of the Health Affairs Committee to consist of the Chairman of the Health Affairs Committee and two Regents appointed by the Chairman of the Board.,109
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The System Vice Chancellor for Health Affairs shall be an ex officio member of the Subcommittee.,110
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Subcommittee on Hospitals shall have the following duties with respect to each Hospital owned by the System: Participate in the accreditation process for the Hospital, review long-range plans for the Hospital, review and make recommendations to the Board concerning the bylaws, rules and regulations of the medical staff of the Hospital, and approval of same; review and make recommendations to the Board concerning mechanisms and controls for the achievement and maintenance of high standards of professional practices in and at the Hospital, and approval of same; hold regular meetings at least once annually, at the Hospital to review programs and problems; and report to the Board the substance of each meeting of the Subcommittee and make any appropriate recommendations.",111
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Duties of the Buildings and Grounds Committee.,112
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Buildings and Grounds Committee shall have the following duties: It shall consider and make recommendations relating to the acquisition and use of land and the construction and use of buildings and other matters involving the physical expansion of the System and its component institutions.,113
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"It shall review and make recommendations regarding all proposals for new construction in an amount exceeding $50,000, all proposals for repairs and remodeling of the physical plant which involve proposed expenditures of $80,000 or more, and proposals for extensive improvements of the grounds of the System and its component institutions.",114
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Duties of the Land and Investment Committee.,115
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Land and Investment Committee shall consider and make recommendations on all matters relating to the investment of the Permanent University Fund and all trusts and special funds, management of the state lands constituting the permanent endowment of the University, the acquisition, management, and sale of trust property and special funds, and the issuance of bonds.",116
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Board for Lease of University Lands.,117
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Two members of the Board shall be appointed by the Chairman of the Board, by and with the consent of the Board, to serve on the Board for Lease of University Lands.",118
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Neither of such appointees shall be employed either directly or indirectly by any oil or gas company nor shall be an officer or attorney for any oil or gas company.,119
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Chairman of the Board shall appoint such special committees of the Board as the Board may authorize.,121
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Robert's Rules of Order, when not in conflict with any of the provisions of this chapter, shall be the rules of parliamentary procedure when the Board or any of its committees is in session.",124
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Customarily the order of business at a regular meeting of the Board shall be as follows: Correction and approval of Minutes of preceding meeting, special items: Chancellor, Chief administrative officers of the component institutions, and members of the Board, reports of standing committees, reports of special committees, and report of the Committee of the Whole.",126
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Meetings of the Board shall be open to the press and the public, unless otherwise determined by the Board, in accordance with law.",128
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Matters to be Referred to Committees.,129
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Insofar as it is practicable and desirable, all subjects and matters requiring Board action shall be referred to the appropriate committee for consideration and recommendation before action is taken thereon by the Board.",130
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,8.51 Nothing herein shall be construed to prevent members of the Board from informing themselves as to their duties and obligations in such manner as they may deem proper.,132
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"However, the regular channel of communication from members of the Board to the faculty, staff, and administration is through the Chancellor and the chief administrative officer of the institution involved, and a copy of any communication sent by a Regent directly to any member of the faculty, staff, or administration should be furnished to the Chancellor and the chief administrative officer of the institution involved.",133
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"All staff and faculty proposals that are to be acted upon by the Regents shall be presented to the Chancellor in sufficient time to permit him to consider such proposals, make recommendations thereon, and transmit them to the Secretary to the Board no later than seventeen days prior to the next meeting of the Board, in order that the calendar, agenda, and supporting material may be prepared in time to mail to the members of the Board so they will receive it at least five days prior to the meeting.",134
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Except where emergency proposals are involved, all such proposals not submitted to the Secretary within the time prescribed shall not be considered by the Board but shall automatically be deferred until the next meeting of the Board.",135
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 8.52 Except upon invitation of the Board, the Chairman of the Board or the Chancellor, no person shall appear before the Board or any committee thereof unless he shall file with the Secretary to the Board a written request for such appearance at least ten days before the date of such appearance and unless the Chairman of the Board, or a majority of the whole Board, shall approve the request; provided, however, that the chief administrative officer, or his delegate, and/or the president of the students' association, or his delegate, of any component institution, without prior notice or request but subject to such time limitation as may be prescribed by the Chairman or a majority of the Board (or by the chairman or a majority of the committee), may appear before the Board or any committee thereof whenever the matter under consideration by the Board or committee directly affects the component institution represented by such chief administrative officer and/or student president.",136
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Whenever time and other circumstances permit, the president of the students' association, or his delegate, of such component institution, shall consult with the chief administrative officer, or his delegate, of such institution regarding said matter under consideration prior to the meeting of the Board or committee.",137
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Insofar as possible, any person who appears before the Board pursuant to the ten-day notice provision or without prior notice pursuant to the provisions of this paragraph shall provide a written statement of the substance of such person's presentation to the Board, and, insofar as possible, such written statement shall be delivered to the Secretary to the Board in sufficient time for copies to be distributed to the Regents prior to the meeting.",138
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,8.53 All official material to be distributed to the Regents shall be transmitted through the Office of the Secretary to the Board.,139
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Copies of all official communications from administrative officials to the Regents shall be sent to the Secretary.,140
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Communications from the Chancellor shall be exempt from this requirement at the Chancellor's discretion, but in such cases information copies shall be furnished to the Secretary.",141
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"8.54 A docket, to be entitled ""Docket No.",142
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"- of the Chancellor,"" composed of routine matters arising from System Administration and the component institutions, which are required to be reported to and/or approved by the Board in accordance with established policies of the Board, shall be prepared as directed and approved by the Chancellor.",143
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,All docket items from the component institutions must be received in the office of the Chancellor not less than twenty-one days prior to the next regularly scheduled meeting for inclusion on the docket for that meeting.,144
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Docket of the Chancellor shall be distributed by the Secretary to all members of the Board ten days before the Board convenes, together with a ballot to be returned seven days thereafter.",145
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The ballot will read: ""Approved, except as to the following items:"" with space provided for listing the excepted items.",146
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"All items not excepted by any Regent will be approved by the Board at its next meeting, without detailed consideration.",147
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Any excepted item listed by any Regent will be deferred and will be processed through the System Administration Committee for consideration at the first regular meeting of the Board following action on the item by the System Administration Committee.,148
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"8.55 Except for communications from the Chancellor and the Secretary to the Board, all communications to the Board from members of the faculty and staff should be in writing.",149
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The regular channel of communication from the faculty, staff, and administration to the Board is through the chief administrative officer of the institution involved and the Chancellor.",150
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,A copy of any communication sent directly to a Board member should be furnished to the Chancellor and to the chief administrative officer of the institution involved.,151
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"A description of all matters to be considered by the Board at any meeting shall be mailed or delivered to each member of the Board and to the Chancellor at least five days in advance of the meeting at which they are to be considered, and insofar as possible, such material shall be mailed or delivered to the Regents and the Chancellor at least ten days in advance of the meeting.",152
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Each such matter shall be accompanied by a summary of the facts pertaining thereto, the need for action thereon, and the recommendations of the Chancellor.",153
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Where contractual awards are involved, the summary shall show the method of competition, if any, the names and offers of all interested parties, and generally sufficient information to show the reasons for and fairness of each transaction.",154
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The recommendations of the Chancellor shall state whether or not they are fully concurred in by any institutional head involved, and if not, the views and recommendations of the institutional head shall be included.",155
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 Any matter not sent to the members of the Board, documented as herein provided, at least five days in advance of the meeting at which it is to be considered, shall go over to the next meeting for consideration; provided, however, that if sufficient emergency exists requiring immediate action and it appears that the delay was unavoidable, this requirement may be waived by a two-thirds vote of the Board.",156
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,8.6 Report to Press on Actions of Board.,157
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Matters of public interest will be given as promptly as possible after each meeting to the press by the Vice Chancellor for Administration under the direction of the Chairman of the Board or the Chancellor.,158
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,8.7 Political and Otherwise Obviously Controversial Matters.,159
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Board reserves to itself the responsibility for passing upon matters of a political or obviously controversial nature which represent an official position of the System or any institution or department thereof.,160
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Statements on such matters shall be made by the Chairman of the Board or the Chancellor.,161
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Without the advance approval of the Board, no Regent, officer, or faculty or staff member shall make or issue any public statement on any political or other subject of an obviously controversial nature which might reasonably be construed as a statement of the official position of the System or any institution or department thereof.",162
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,It is not the intent of this policy statement to stifle the right of freedom of speech of anyone speaking in a personal capacity where he makes it clear that he is not speaking for the System or any of its component institutions.,163
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Statements on matters of an emergency nature shall be cleared by the Chancellor with the Chairman of the Board.,164
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,9.1 The Executive Associate for Economic Affairs is a staff officer of the System.,165
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"He is elected by the Board, serves at the pleasure of the Board, reports to and is responsible to the Board, and receives such compensation as may be fixed by the Board.",166
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Executive Associate on a continuing basis conceives and develops plans and studies with respect to the development and management of economic affairs of the component institutions, and upon request, consults and advises with the Board and the Executive Director for Investments and Trusts regarding plans and studies.",168
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 CHAPTER II ADMINISTRATION Sec.",169
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"1.1 The ""System Administration"" is the administration of The University of Texas System.",172
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The University of Texas System (herein sometimes called the ""System"") is composed of those institutions assigned by the Constitution or by the Legislature to be governed by the Board of Regents of The University of Texas System.",174
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The System Administration shall be based at Austin, to benefit from the services of state agencies and to take advantage of economies made possible by sharing use of personnel and facilities with The University of Texas at Austin.",176
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,System Administration officers shall travel to the other component institutions as their administrative responsibilities require.,177
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Officers of System Administration.,180
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2.1 Executive Officers, 2.11 Chancellor.",181
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chancellor is the chief executive and administrative officer of the System, and directly reports to and is responsible to the Board.",182
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The other executive officers of the System are the Vice Chancellor for Academic Affairs, the Vice Chancellor for Administration, the Vice Chancellor for Business Affairs, the Vice Chancellor for Health Affairs, and the Vice Chancellor for Lands Management and General Counsel.",184
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Each Vice Chancellor directly reports to and is responsible to the Chancellor.,185
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"As adopted December 1, 1978 2.2 Principal Administrative Officers.",186
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2.21 The Executive Director for Development, the Assistant Chancellor for Planning, and the Executive Assistant to the Chancellor are administrative officers of the System, and each such officer directly reports to and is responsible to the Chancellor.",187
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2.22 The Manager of University Lands - Oil, Gas and Mineral Interests, the Manager of University Lands - Surface Interests, and the Associate General Counsel are administrative officers of the System; and each such officer directly reports to and is responsible to the Vice Chancellor for Lands Management and General Counsel.",188
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2.23 The Budget Director, the Comptroller, the Director of Accounting, the Director of Facilities Planning and Construction, the Director of Police, the Director of Special Services, the Executive Director for Investments and Trusts, and the System Personnel Director are administrative officers of the System; and each such officer directly reports to and is responsible to the Vice Chancellor for Business Affairs (except the Director of Accounting who reports as specified in part One, Chapter II, Sec.",189
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,3.442 of these Rules and Regulations).,190
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,2.24 The Director of the Institute of Higher Education Management is an administrative officer of the System and directly reports to and is responsible to the Vice Chancellor for Academic Affairs.,191
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Appointment and Tenure of Officers.,192
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"2.31 The Chancellor shall be elected by the affirmative vote of a majority of the Regents in office and shall hold office without fixed term, subject to the pleasure of the Board.",193
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,2.32 All other executive and administrative officers of the System shall be appointed by the Board after nomination by the Chancellor.,194
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Officers so appointed shall not have tenure by virtue of their respective offices.,195
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"They shall hold office without fixed term, subject to the pleasure of the Chancellor.",196
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,His actions concerning such officers are in turn subject to review and approval by the Board.,197
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Staff and Line Functions of Officers.,198
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Each officer of System Administration, other than the Chancellor, shall be responsible for planning and policy formulation in his particular field as delegated by the officer to whom he reports and shall serve as adviser in his area to the officer to whom he reports.",200
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In addition, with the knowledge of the officer to whom he reports, he shall advise and consult with other members of System Administration and with the officials of the component institutions in his particular area of responsibility.",201
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Officers of the System Administration shall have such duties as shall be assigned to them by the Chancellor or the officer to whom they report, and as the personal representatives of such officers, they may be assigned specific executive responsibilities for carrying out administrative policies.",203
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The authority to bestow the title of Chancellor Emeritus shall rest with the Board, and an individual holding this title shall receive such salary and emoluments as are determined by the Board.",205
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,This title shall be held at the pleasure of the Board.,206
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Chancellor Emeritus shall have such duties and responsibilities as may be delegated or assigned to him by the Board and in these matters he shall report directly to the Board.,207
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Authority, Duties and Responsibilities of Officers of System Administration, Officers in the Office of the Chancellor.",208
